Nom gare;Code Gare;Type jour;Année;Date de comptage;Ligne;Axe;Tranche horaire;Montants
SAINT-CYR;87393223;JOB;2018;2018-10-16;N;N;Avant 6h;62
CERGY SAINT-CHRISTOPHE;87382499;JOB;2018;2018-03-27;L;L3;Après 20h;23
VANVES MALAKOFF;87391532;Dimanche;2018;2018-10-14;N;N;Après 20h;82
CLICHY LEVALLOIS;87381129;JOB;2018;2018-03-27;L;L3;De 6h à 10h;3004
VILLEPREUX LES CLAYES;87393413;Samedi;2018;2018-10-20;N;N;De 10h à 16h;635
LA GARENNE COLOMBES;87386003;Samedi;2014;2014-05-17;L;L3;De 16h à 20h;865
VILLIERS NEAUPHLE PONTCHARTRAIN;87393884;JOB;2018;2018-10-16;N;N;Après 20h;13
LES VALLEES;87386300;Samedi;2014;2014-05-17;L;L3;De 10h à 16h;2088
CHANGIS SAINT-JEAN;87116509;Dimanche;2019;2019-05-12;P;P;Après 20h;7
MAISONS LAFFITTE;87386425;Samedi;2014;2014-05-17;L;L3;De 16h à 20h;301
CHAUFFRY;87116350;Samedi;2019;2019-05-11;P;P;Après 20h;0
NANTERRE UNIVERSITE;87386318;Dimanche;2014;2014-05-18;L;L3;De 6h à 10h;179
CHELLES GOURNAY;87116111;JOB;2019;2019-03-13;P;P;De 10h à 16h;2153
NANTERRE UNIVERSITE;87386318;Samedi;2014;2014-05-17;L;L3;Après 20h;869
CHEZY SUR MARNE;87116574;Dimanche;2019;2019-05-12;P;P;De 16h à 20h;30
NEUVILLE UNIVERSITE;87334482;JOB;2018;2018-03-27;L;L3;De 6h à 10h;1128
CHEZY SUR MARNE;87116574;JOB;2019;2019-05-21;P;P;De 16h à 20h;0
PONT CARDINET;87381111;Dimanche;2014;2014-05-18;L;L3;De 16h à 20h;595
COUILLY SAINT-GERMAIN QUINCY;87116731;JOB;2019;2019-05-14;P;P;De 16h à 20h;48
PONT CARDINET;87381111;JOB;2018;2018-03-27;L;L3;Après 20h;628
COUILLY SAINT-GERMAIN QUINCY;87116731;Samedi;2019;2019-05-11;P;P;Après 20h;4
PONT CARDINET;87381111;JOB;2018;2018-03-27;L;L3;De 10h à 16h;1117
CROUY SUR OURCQ;87116640;Dimanche;2019;2019-05-19;P;P;De 6h à 10h;4
CHAVILLE RIVE GAUCHE;87393207;JOB;2018;2018-10-16;N;N;De 16h à 20h;331
ESBLY;87116327;JOB;2019;2019-05-14;P;P;Avant 6h;3
COIGNIERES;87393272;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;140
FAREMOUTIERS POMMEUSE;87116277;Dimanche;2019;2019-03-16;P;P;De 10h à 16h;88
DREUX;87393488;Samedi;2018;2018-10-20;N;N;De 16h à 20h;157
FAREMOUTIERS POMMEUSE;87116277;JOB;2019;2019-03-13;P;P;De 10h à 16h;83
LA VERRIERE;87393256;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;706
GUERARD LA CELLE SUR MORIN;87116269;Dimanche;2019;2019-03-16;P;P;De 6h à 10h;4
LA VERRIERE;87393256;Samedi;2018;2018-10-20;N;N;Après 20h;239
GUERARD LA CELLE SUR MORIN;87116269;JOB;2019;2019-03-13;P;P;Après 20h;5
MAULE;87381723;Dimanche;2018;2018-10-14;N;N;Après 20h;10
ISLES ARMENTIERES CONGIS;87116616;Samedi;2019;2019-05-11;P;P;Après 20h;11
MAULE;87381723;Dimanche;2018;2018-10-14;N;N;De 16h à 20h;70
ISLES ARMENTIERES CONGIS;87116616;Samedi;2019;2019-05-11;P;P;Avant 6h;0
MEUDON;87393108;JOB;2018;2018-10-16;N;N;De 10h à 16h;500
LA FERTE GAUCHER;87116392;Samedi;2019;2019-05-11;P;P;De 16h à 20h;2
MONTFORT L'AMAURY MERE;87393892;JOB;2018;2018-10-16;N;N;De 16h à 20h;229
LIZY SUR OURCQ;87116632;Samedi;2019;2019-05-11;P;P;De 10h à 16h;162
RAMBOUILLET;87393314;Samedi;2018;2018-10-20;N;N;Avant 6h;83
LONGUEVILLE;87116137;Samedi;2019;2019-05-11;P;P;Après 20h;27
SAINT-CYR;87393223;Dimanche;2018;2018-10-14;N;N;De 6h à 10h;250
MARLES EN BRIE;87116228;JOB;2019;2019-03-13;P;P;De 10h à 16h;97
SAINT-CYR;87393223;JOB;2018;2018-10-16;N;N;De 6h à 10h;1544
MARLES EN BRIE;87116228;JOB;2019;2019-03-13;P;P;De 6h à 10h;590
SAINT-QUENTIN EN YVELINES;87393843;Samedi;2018;2018-10-20;N;N;De 10h à 16h;1459
MONTRY CONDE;87116400;JOB;2019;2019-05-14;P;P;De 6h à 10h;49
SEVRES RIVE GAUCHE;87393124;JOB;2018;2018-10-16;N;N;Avant 6h;15
MOUROUX;87116285;JOB;2019;2019-03-13;P;P;De 6h à 10h;148
SEVRES RIVE GAUCHE;87393124;JOB;2018;2018-10-16;N;N;De 16h à 20h;2045
NANGIS;87116095;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;83
TRAPPES;87393835;Samedi;2018;2018-10-20;N;N;De 16h à 20h;571
NANGIS;87116095;Samedi;2019;2019-05-11;P;P;De 16h à 20h;182
VERSAILLES CHANTIERS;87393009;Dimanche;2018;2018-10-14;N;N;De 10h à 16h;2775
NANTEUIL SAACY;87116558;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;176
VERSAILLES CHANTIERS;87393009;Samedi;2018;2018-10-20;N;N;Après 20h;1899
NANTEUIL SAACY;87116558;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;48
VIROFLAY RIVE GAUCHE;87393215;Samedi;2018;2018-10-20;N;N;Avant 6h;8
PARIS EST;87113001;JOB;2019;2019-05-16;P;P;De 10h à 16h;924
CHAILLY BOISSY LECHATEL;87116343;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;4
PARIS EST;87113001;JOB;2019;2019-03-13;P;P;De 6h à 10h;2360
CHAILLY BOISSY LECHATEL;87116343;Samedi;2019;2019-05-11;P;P;De 10h à 16h;2
PARIS EST;87113001;Samedi;2019;2019-03-15;P;P;Avant 6h;63
CHATEAU THIERRY;87116582;Samedi;2019;2019-05-11;P;P;Après 20h;72
PARIS EST;87113001;Samedi;2019;2019-05-11;P;P;De 16h à 20h;3047
CHAUFFRY;87116350;JOB;2019;2019-05-14;P;P;Après 20h;0
SAINT-REMY LA VANNE;87116376;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;7
CHELLES GOURNAY;87116111;Dimanche;2019;2019-03-16;P;P;De 16h à 20h;1031
SAINT-REMY LA VANNE;87116376;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;0
COUILLY SAINT-GERMAIN QUINCY;87116731;Samedi;2019;2019-05-11;P;P;De 6h à 10h;11
SAINT-SIMEON;87116368;Samedi;2019;2019-05-11;P;P;De 10h à 16h;5
COULOMMIERS;87116301;Dimanche;2019;2019-03-16;P;P;De 16h à 20h;385
SAINTE-COLOMBE SEPTVEILLES;87116178;JOB;2019;2019-05-16;P;P;De 10h à 16h;55
CRECY LA CHAPELLE;87116772;JOB;2019;2019-05-14;P;P;De 10h à 16h;51
TRILPORT;87116491;JOB;2019;2019-05-14;P;P;De 6h à 10h;1420
ESBLY;87116327;JOB;2019;2019-03-13;P;P;De 10h à 16h;597
VERNEUIL L'ETANG;87116079;Samedi;2019;2019-05-11;P;P;De 6h à 10h;123
ESBLY;87116327;Samedi;2019;2019-03-15;P;P;Avant 6h;58
BAGNEAUX SUR LOING;87684191;Samedi;2017;2017-03-11;R;R;Avant 6h;6
FAREMOUTIERS POMMEUSE;87116277;JOB;2019;2019-03-13;P;P;Avant 6h;23
BOIS LE ROI;87682203;Samedi;2017;2017-03-11;R;R;Après 20h;78
FAREMOUTIERS POMMEUSE;87116277;Samedi;2019;2019-03-15;P;P;De 10h à 16h;110
BOIS LE ROI;87682203;Samedi;2017;2017-03-11;R;R;De 16h à 20h;312
ISLES ARMENTIERES CONGIS;87116616;Dimanche;2019;2019-05-12;P;P;De 10h à 16h;25
CHARTRETTES;87682419;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;24
JOUY SUR MORIN MONUMENT;87430884;Dimanche;2019;2019-05-12;P;P;De 6h à 10h;10
DORDIVES;87684233;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;23
LA FERTE MILON;87116673;Samedi;2019;2019-05-11;P;P;Après 20h;11
FERRIERES FONTENAY;87684241;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;13
LA FERTE MILON;87116673;Samedi;2019;2019-05-11;P;P;De 10h à 16h;20
FONTAINE LE PORT;87682427;Dimanche;2017;2017-03-12;R;R;Avant 6h;0
LIZY SUR OURCQ;87116632;Dimanche;2019;2019-05-19;P;P;De 6h à 10h;5
FONTAINE LE PORT;87682427;JOB;2017;2017-03-07;R;R;De 6h à 10h;52
LONGUEVILLE;87116137;JOB;2019;2019-05-16;P;P;De 10h à 16h;220
FONTAINEBLEAU AVON;87682211;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;846
MARLES EN BRIE;87116228;Dimanche;2019;2019-03-16;P;P;De 16h à 20h;69
LIVRY SUR SEINE;87682401;JOB;2017;2017-03-07;R;R;De 10h à 16h;22
MARLES EN BRIE;87116228;JOB;2019;2019-03-13;P;P;Après 20h;15
MONTEREAU;87682302;Samedi;2017;2017-03-11;R;R;De 16h à 20h;368
MEAUX;87116103;JOB;2019;2019-05-14;P;P;De 10h à 16h;1843
MONTIGNY SUR LOING;87684100;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;97
PARIS EST;87113001;JOB;2019;2019-05-14;P;P;De 16h à 20h;7725
PARIS GARE DE LYON;87686030;JOB;2017;2017-03-07;R;R;De 16h à 20h;11952
PARIS EST;87113001;Samedi;2019;2019-03-15;P;P;Après 20h;4221
PARIS GARE DE LYON;87686030;Samedi;2017;2017-03-11;R;R;De 16h à 20h;2819
SAINT-SIMEON;87116368;Dimanche;2019;2019-05-12;P;P;Après 20h;0
SAINT-MAMMES;87682294;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;16
SAINTE-COLOMBE SEPTVEILLES;87116178;JOB;2019;2019-05-16;P;P;Après 20h;0
SAINT-MAMMES;87682294;JOB;2017;2017-03-07;R;R;De 10h à 16h;33
TRILPORT;87116491;JOB;2019;2019-05-14;P;P;De 16h à 20h;279
SAINT-MAMMES;87682294;JOB;2017;2017-03-07;R;R;De 6h à 10h;217
TRILPORT;87116491;JOB;2019;2019-05-21;P;P;De 16h à 20h;17
SOUPPES CHATEAU LANDON;87684217;JOB;2017;2017-03-07;R;R;De 6h à 10h;614
BAGNEAUX SUR LOING;87684191;Dimanche;2017;2017-03-12;R;R;De 16h à 20h;60
THOMERY;87682252;Samedi;2017;2017-03-11;R;R;De 6h à 10h;21
HERICY;87682435;Samedi;2017;2017-03-11;R;R;Avant 6h;0
VULAINES SUR SEINE SAMOREAU;87682443;Dimanche;2017;2017-03-12;R;R;De 10h à 16h;13
HERICY;87682435;Samedi;2017;2017-03-11;R;R;De 6h à 10h;7
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;Samedi;2017;2017-12-02;T11;T11;Après 20h;77
LIVRY SUR SEINE;87682401;Samedi;2017;2017-03-11;R;R;Après 20h;1
EPINAY TRAM 11 EXPRESS;87697292;Dimanche;2017;2017-12-03;T11;T11;Avant 6h;18
MELUN;87682005;Dimanche;2017;2017-03-12;R;R;De 6h à 10h;801
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;Dimanche;2017;2017-12-03;T11;T11;Avant 6h;15
MONTARGIS;87684001;Samedi;2017;2017-03-11;R;R;De 10h à 16h;315
VILLETANEUSE UNIVERSITE TRAM 11 EXPRESS;87697318;Dimanche;2017;2017-12-03;T11;T11;De 16h à 20h;180
SOUPPES CHATEAU LANDON;87684217;Dimanche;2017;2017-03-12;R;R;Après 20h;40
AULNAY SOUS BOIS;87271411;JOB;2015;2015-10-06;T4;T4;De 6h à 10h;45
THOMERY;87682252;Samedi;2017;2017-03-11;R;R;Avant 6h;0
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;Après 20h;1161
VERNOU SUR SEINE;87682468;Samedi;2017;2017-03-11;R;R;De 10h à 16h;30
BONDY;87113407;Samedi;2015;2015-10-03;T4;T4;Avant 6h;19
DUGNY LA COURNEUVE TRAM 11 EXPRESS;87697342;JOB;2017;2017-11-28;T11;T11;De 10h à 16h;290
FREINVILLE SEVRAN;87113894;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;376
EPINAY VILLETANEUSE TRAM 11 EXPRESS;87697300;Samedi;2017;2017-12-02;T11;T11;De 16h à 20h;582
FREINVILLE SEVRAN;87113894;Samedi;2015;2015-10-03;T4;T4;Avant 6h;30
LE BOURGET TRAM 11 EXPRESS;87697359;Dimanche;2017;2017-12-03;T11;T11;Avant 6h;9
LES COQUETIERS;87113845;Samedi;2015;2015-10-03;T4;T4;De 16h à 20h;364
AULNAY SOUS BOIS;87271411;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;1520
LES PAVILLONS SOUS BOIS;87113852;JOB;2015;2015-10-06;T4;T4;De 16h à 20h;888
AULNAY SOUS BOIS;87271411;JOB;2015;2015-10-15;T4;T4;De 10h à 16h;0
LYCEE HENRI SELLIER;87988717;Dimanche;2015;2015-10-04;T4;T4;De 16h à 20h;160
L'ABBAYE;87113886;Samedi;2015;2015-10-03;T4;T4;Avant 6h;19
REMISE A JORELLE;87988709;JOB;2015;2015-10-06;T4;T4;De 10h à 16h;285
LES COQUETIERS;87113845;Dimanche;2015;2015-10-04;T4;T4;De 10h à 16h;504
CHAVILLE RIVE DROITE;87382333;JOB;2016;2016-03-15;U;U;Avant 6h;6
REMISE A JORELLE;87988709;JOB;2015;2015-10-15;T4;T4;Avant 6h;1
LA DEFENSE GRANDE ARCHE;87758011;JOB;2016;2016-03-17;U;U;Après 20h;608
LA VERRIERE;87393256;JOB;2016;2016-03-15;U;U;De 10h à 16h;169
PUTEAUX;87382382;Samedi;2016;2016-03-12;U;U;De 10h à 16h;243
LA VERRIERE;87393256;JOB;2016;2016-03-17;U;U;De 10h à 16h;329
SAINT-QUENTIN EN YVELINES;87393843;Samedi;2016;2016-03-12;U;U;De 16h à 20h;780
PUTEAUX;87382382;Samedi;2016;2016-03-12;U;U;De 16h à 20h;192
SAINT-QUENTIN EN YVELINES;87393843;JOB;2016;2016-03-17;U;U;De 16h à 20h;3689
SURESNES MONT VALERIEN;87382374;Samedi;2016;2016-03-12;U;U;De 16h à 20h;98
VERSAILLES CHANTIERS;87393009;JOB;2016;2016-03-17;U;U;Après 20h;495
VERSAILLES CHANTIERS;87393009;Samedi;2016;2016-03-12;U;U;De 6h à 10h;382
ACHERES VILLE;87381657;Dimanche;2014;2014-05-18;A;A;De 6h à 10h;263
ACHERES VILLE;87381657;JOB;2018;2018-03-27;A;A;De 16h à 20h;561
CERGY LE HAUT;87382655;Samedi;2014;2014-05-17;A;A;Avant 6h;93
CERGY PREFECTURE;87381905;Dimanche;2014;2014-05-18;A;A;Après 20h;737
AEROPORT CHARLES DE GAULLE 1;87271460;JOB;2019;2019-03-21;B;B;Avant 6h;3
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-28;B;B;Après 20h;1445
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-21;B;B;De 10h à 16h;2658
DRANCY;87271403;Dimanche;2019;2019-03-17;B;B;De 16h à 20h;2095
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-03-21;B;B;De 16h à 20h;3671
LE BOURGET;87271395;JOB;2019;2019-03-21;B;B;De 16h à 20h;2485
VILLEPARISIS MITRY LE NEUF;87271510;JOB;2019;2019-03-21;B;B;De 16h à 20h;140
VILLEPINTE;87271452;JOB;2019;2019-03-28;B;B;Avant 6h;189
ABLON;87545269;Samedi;2017;2017-04-22;C;C;De 16h à 20h;335
AVENUE FOCH;87381038;JOB;2017;2017-04-25;C;C;De 6h à 10h;379
BOURAY;87545178;JOB;2017;2017-04-25;C;C;De 10h à 16h;251
CHANVAL;87661111;JOB;2017;2017-04-25;C;C;Après 20h;0
CHAVILLE VELIZY;87393173;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;111
CHEMIN D'ANTONY;87546317;Samedi;2017;2017-04-22;C;C;De 16h à 20h;64
CHILLY MAZARIN;87393637;Samedi;2017;2017-04-22;C;C;De 6h à 10h;138
DOMMERVILLE CREDIT AGRICOLE;87332965;Samedi;2017;2017-04-22;C;C;De 10h à 16h;1
DOURDAN;87545525;JOB;2017;2017-04-25;C;C;De 10h à 16h;394
EGLY;87545475;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;33
EGLY;87545475;Samedi;2017;2017-04-22;C;C;Avant 6h;11
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Samedi;2017;2017-04-22;C;C;De 10h à 16h;946
GENNEVILLIERS;87271205;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;109
GENNEVILLIERS;87271205;JOB;2017;2017-04-25;C;C;De 16h à 20h;2008
IGNY;87393561;JOB;2017;2017-04-25;C;C;De 16h à 20h;251
INVALIDES;87393033;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;3203
ISSY VAL DE SEINE;87393306;Dimanche;2017;2017-04-23;C;C;Avant 6h;6
IVRY SUR SEINE;87545301;Dimanche;2017;2017-04-23;C;C;De 10h à 16h;1396
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Dimanche;2017;2017-04-23;C;C;Après 20h;24
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;109
LES GRESILLONS;87272146;JOB;2017;2017-04-25;C;C;De 16h à 20h;2623
LES GRESILLONS;87272146;Samedi;2017;2017-04-22;C;C;De 16h à 20h;663
MASSY PALAISEAU;87393579;Dimanche;2017;2017-04-23;C;C;Avant 6h;9
MONDESIR;87332932;JOB;2017;2017-04-25;C;C;De 16h à 20h;0
MONNERVILLE CENTRE;87332940;JOB;2017;2017-04-25;C;C;De 10h à 16h;1
MONTIGNY BEAUCHAMP;87276089;JOB;2017;2017-04-25;C;C;Après 20h;200
NEUILLY PORTE MAILLOT;87381020;Dimanche;2017;2017-04-23;C;C;Avant 6h;3
ORLY VILLE;87546200;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;237
PEREIRE LEVALLOIS;87381012;Samedi;2017;2017-04-22;C;C;De 16h à 20h;985
PETIT VAUX;87393652;Samedi;2017;2017-04-22;C;C;De 10h à 16h;139
PIERRELAYE;87276097;Dimanche;2017;2017-04-23;C;C;De 6h à 10h;32
PONT DE RUNGIS AEROPORT D'ORLY;87546192;Samedi;2017;2017-04-22;C;C;De 10h à 16h;275
SAINT-CHERON;87545509;JOB;2017;2017-04-25;C;C;Après 20h;16
SAINT-MARTIN D'ETAMPES;87545350;Dimanche;2017;2017-04-23;C;C;De 16h à 20h;91
SAINT-OUEN;87271247;JOB;2017;2017-04-25;C;C;Après 20h;379
SAINT-OUEN L'AUMONE LIESSE;87337980;Samedi;2017;2017-04-22;C;C;De 10h à 16h;228
SERMAISE;87545517;Dimanche;2017;2017-04-23;C;C;Avant 6h;1
VERSAILLES CHANTIERS;87393009;JOB;2017;2017-04-25;C;C;Après 20h;443
VERSAILLES CHANTIERS;87393009;Samedi;2017;2017-04-22;C;C;Après 20h;372
VERSAILLES RIVE GAUCHE - CHATEAU DE VERSAILLES;87393157;Samedi;2017;2017-04-22;C;C;De 16h à 20h;5015
VITRY SUR SEINE;87545293;Samedi;2017;2017-04-22;C;C;De 16h à 20h;1217
BALLANCOURT;87681437;Samedi;2019;2019-03-23;D;D;De 10h à 16h;181
BOIGNEVILLE;87684407;Dimanche;2019;2019-03-24;D;D;Après 20h;4
BRUNOY;87682120;Dimanche;2019;2019-03-24;D;D;Après 20h;255
BUNO GIRONVILLE;87681510;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;22
BUNO GIRONVILLE;87681510;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;4
CESSON;87682161;Samedi;2019;2019-03-23;D;D;De 16h à 20h;313
CHANTILLY GOUVIEUX;87276113;Dimanche;2019;2019-03-24;D;D;Avant 6h;33
CORBEIL ESSONNES;87681007;Samedi;2019;2019-03-23;D;D;Avant 6h;273
CREIL;87276006;JOB;2019;2019-03-26;D;D;Avant 6h;96
CRETEIL POMPADOUR;87608802;Dimanche;2019;2019-03-24;D;D;Avant 6h;77
EVRY VAL DE SEINE;87681361;Dimanche;2019;2019-03-24;D;D;Après 20h;38
EVRY VAL DE SEINE;87681361;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;330
GRAND BOURG;87681353;Dimanche;2019;2019-03-24;D;D;Après 20h;23
LE BRAS DE FER - EVRY GENOPOLE;87681395;JOB;2019;2019-03-26;D;D;De 16h à 20h;1946
LE VERT DE MAISONS;87681247;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;338
LE VERT DE MAISONS;87681247;JOB;2019;2019-03-26;D;D;Après 20h;247
LIEUSAINT MOISSY;87682153;JOB;2019;2019-03-26;D;D;Après 20h;711
LIEUSAINT MOISSY;87682153;JOB;2019;2019-03-26;D;D;De 6h à 10h;4199
LOUVRES;87276253;JOB;2019;2019-03-26;D;D;De 6h à 10h;2124
MAISONS-ALFORT ALFORTVILLE;87681155;Dimanche;2019;2019-03-24;D;D;Avant 6h;121
MELUN;87682005;JOB;2019;2019-03-26;D;D;De 10h à 16h;2649
MONTGERON CROSNE;87682104;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;965
ORRY LA VILLE COYE LA FORET;87276279;JOB;2019;2019-03-26;D;D;Avant 6h;23
ORRY LA VILLE COYE LA FORET;87276279;Samedi;2019;2019-03-23;D;D;De 6h à 10h;595
PARIS GARE DE LYON;87686030;Dimanche;2019;2019-03-24;D;D;De 6h à 10h;4899
PARIS GARE DE LYON;87686030;Samedi;2019;2019-03-23;D;D;De 6h à 10h;7002
PARIS NORD;87271031;Dimanche;2019;2019-03-24;D;D;De 10h à 16h;18287
PARIS NORD;87271031;JOB;2019;2019-03-26;D;D;De 6h à 10h;28337
SAINT-DENIS;87271015;JOB;2019;2019-03-26;D;D;De 10h à 16h;7734
SAINT-DENIS;87271015;Samedi;2019;2019-03-23;D;D;Après 20h;3585
SAINT-FARGEAU;87682542;Samedi;2019;2019-03-23;D;D;De 10h à 16h;47
VILLABE;87681619;Dimanche;2019;2019-03-24;D;D;De 16h à 20h;23
VILLABE;87681619;JOB;2019;2019-03-26;D;D;De 6h à 10h;175
VILLENEUVE TRIAGE;87681809;Dimanche;2019;2019-03-24;D;D;Avant 6h;32
VOSVES;87682500;JOB;2019;2019-03-26;D;D;De 6h à 10h;44
CHELLES GOURNAY;87116111;Samedi;2016;2016-10-01;E;E;Avant 6h;76
EMERAINVILLE PONTAULT COMBAULT;87116046;Dimanche;2016;2016-10-02;E;E;Avant 6h;17
LE CHENAY GAGNY;87113522;Dimanche;2016;2016-10-02;E;E;De 16h à 20h;570
LE CHENAY GAGNY;87113522;JOB;2016;2016-10-04;E;E;Après 20h;200
LES BOULLEREAUX CHAMPIGNY;87113779;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;1079
LES BOULLEREAUX CHAMPIGNY;87113779;JOB;2016;2016-10-04;E;E;De 16h à 20h;737
LES YVRIS NOISY LE GRAND;87113803;Samedi;2016;2016-10-01;E;E;Avant 6h;10
NOISY LE SEC;87113217;Dimanche;2016;2016-10-02;E;E;De 10h à 16h;6031
OZOIR LA FERRIERE;87116020;JOB;2016;2016-10-04;E;E;Après 20h;100
ROSA PARKS;87654798;Samedi;2016;2016-10-01;E;E;Après 20h;1325
ROSNY BOIS PERRIER;87113696;Samedi;2016;2016-10-01;E;E;Après 20h;1473
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Dimanche;2016;2016-10-02;E;E;De 6h à 10h;849
VILLIERS SUR MARNE LE PLESSIS TREVISE;87113795;Samedi;2016;2016-10-01;E;E;Avant 6h;113
BELLOY SAINT-MARTIN;87276550;JOB;2019;2019-10-10;H;H;Avant 6h;14
BOUFFEMONT MOISSELLES;87276485;Samedi;2019;2019-10-12;H;H;Avant 6h;21
BRUYERES SUR OISE;87276451;JOB;2019;2019-10-10;H;H;De 16h à 20h;39
CERNAY;87276063;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;117
CHAMP DE COURSES D'ENGHIEN;87276030;Samedi;2019;2019-10-12;H;H;Après 20h;306
CHAMP DE COURSES D'ENGHIEN;87276030;Samedi;2019;2019-10-12;H;H;De 10h à 16h;1053
ERMONT EAUBONNE;87276055;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;1926
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;263
LA BARRE ORMESSON;87271171;JOB;2019;2019-10-10;H;H;De 16h à 20h;853
LA BARRE ORMESSON;87271171;Samedi;2019;2019-10-12;H;H;De 10h à 16h;1321
MERIEL;87276675;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;46
MONTIGNY BEAUCHAMP;87276089;Dimanche;2019;2019-10-13;H;H;De 6h à 10h;259
MONTSOULT MAFFLIERS;87276493;JOB;2019;2019-10-10;H;H;De 10h à 16h;867
PARIS NORD;87271031;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;15214
PIERRELAYE;87276097;Dimanche;2019;2019-10-13;H;H;De 10h à 16h;262
PIERRELAYE;87276097;Samedi;2019;2019-10-12;H;H;De 6h à 10h;161
PONT PETIT;87276154;Dimanche;2019;2019-10-13;H;H;Après 20h;6
PONTOISE;87276139;JOB;2019;2019-10-10;H;H;De 10h à 16h;1723
PONTOISE;87276139;JOB;2019;2019-10-10;H;H;De 6h à 10h;2334
SAINT-DENIS;87271015;Dimanche;2019;2019-10-13;H;H;De 16h à 20h;4961
SAINT-OUEN L'AUMONE;87276105;JOB;2019;2019-10-10;H;H;De 10h à 16h;526
SAINT-OUEN L'AUMONE;87276105;Samedi;2019;2019-10-12;H;H;De 10h à 16h;665
VIARMES;87276568;Samedi;2019;2019-10-12;H;H;Avant 6h;2
VILLAINES;87272021;Dimanche;2019;2019-10-13;H;H;Après 20h;4
ARGENTEUIL;87381848;Dimanche;2019;2019-03-17;J;J4;Après 20h;514
ASNIERES SUR SEINE;87381137;JOB;2019;2019-03-14;J;J4;De 6h à 10h;3016
ASNIERES SUR SEINE;87381137;Samedi;2019;2019-03-16;J;J4;Après 20h;813
BOIS COLOMBES;87381079;JOB;2019;2019-03-14;J;J4;De 10h à 16h;2134
BOIS COLOMBES;87381079;Samedi;2019;2019-03-16;J;J4;Après 20h;712
COLOMBES;87381087;Dimanche;2019;2019-03-17;J;J4;Après 20h;408
ERMONT EAUBONNE;87276055;JOB;2019;2019-03-14;J;J4;Après 20h;669
LE STADE;87381095;JOB;2019;2019-03-14;J;J4;Avant 6h;95
AUBERGENVILLE ELISABETHVILLE;87386730;Dimanche;2016;2016-11-20;J;J5;De 16h à 20h;216
EPONE MEZIERES;87386763;Dimanche;2016;2016-11-20;J;J5;Avant 6h;7
HOUILLES CARRIERES SUR SEINE;87386409;Samedi;2016;2016-11-19;J;J5;De 10h à 16h;1030
MANTES LA JOLIE;87381509;Dimanche;2016;2016-11-20;J;J5;De 16h à 20h;1133
PARIS SAINT-LAZARE;87384008;Samedi;2016;2016-11-19;J;J5;De 6h à 10h;1048
VERNOUILLET VERNEUIL;87386656;Dimanche;2016;2016-11-20;J;J5;Après 20h;140
VERNOUILLET VERNEUIL;87386656;Dimanche;2016;2016-11-20;J;J5;Avant 6h;14
